token	left_score	right_score	pred_side	rule_hits
shey	6.000000	0.000000	left	1
tchody	0.000000	7.000000	right	1
qopchy	0.000000	34.000000	right	1
otshol	0.000000	5.000000	right	1
dy	2.000000	30.000000	right	1
daiin	2.000000	30.000000	right	1
tshodody	0.000000	0.000000	unknown	0
chochy	51.000000	0.000000	left	1
cthy	51.000000	3.000000	left	1
daiin	2.000000	30.000000	right	1
qoky	39.750000	0.000000	left	1
chcphhy	51.000000	24.000000	left	1
daiin	2.000000	30.000000	right	1
cthol	51.000000	3.000000	left	1
cthy	51.000000	3.000000	left	1
cthd	51.000000	3.000000	left	1
qokchy	39.750000	0.000000	left	1
dykchy	2.000000	34.000000	right	1
chkeey	57.000000	0.000000	left	1
kshy	2.000000	24.000000	right	1
ky	2.000000	24.000000	right	1
ty	0.000000	0.000000	unknown	0
dor	2.000000	30.000000	right	1
cheey	63.400000	0.000000	left	1
ol	0.000000	5.000000	right	1
cheol	60.400000	0.000000	left	1
dy	2.000000	30.000000	right	1
choteeen	54.000000	0.000000	left	1
oeear	5.000000	5.000000	tie	1
choschy	51.000000	0.000000	left	1
dain	2.000000	30.000000	right	1
sho	0.000000	0.000000	unknown	0
kshy	2.000000	24.000000	right	1
shol	0.000000	0.000000	unknown	0
deees	5.000000	30.000000	right	1
dol	2.000000	30.000000	right	1
kchor	28.000000	24.000000	left	1
sheod	6.000000	0.000000	left	1
sheodaiin	6.000000	0.000000	left	1
shodaiin	0.000000	0.000000	unknown	0
oksholshol	4.750000	77.000000	right	1
dais	2.000000	30.000000	right	1
qos	0.000000	0.000000	unknown	0
dol	2.000000	30.000000	right	1
dol	2.000000	30.000000	right	1
dor	2.000000	30.000000	right	1
aiin	0.000000	0.000000	unknown	0
okchor	0.750000	77.000000	right	1
daiin	2.000000	30.000000	right	1
cphol	51.000000	0.000000	left	1
chody	51.000000	0.000000	left	1
shy	0.000000	0.000000	unknown	0
cfhodar	51.000000	0.000000	left	1
shor	0.000000	0.000000	unknown	0
okche	77.350000	77.000000	left	1
do	2.000000	30.000000	right	1
dchy	32.000000	36.000000	right	1
dain	2.000000	30.000000	right	1
al	0.000000	0.000000	unknown	0
chodaiin	51.000000	0.000000	left	1
shokchy	0.750000	0.000000	left	1
chor	51.000000	0.000000	left	1
dy	2.000000	30.000000	right	1
dchol	32.000000	36.000000	right	1
shesed	6.000000	0.000000	left	1
chofchy	51.000000	0.000000	left	1
dam	2.000000	30.000000	right	1
scho	0.000000	0.000000	unknown	0
chky	51.000000	0.000000	left	1
ckooaiin	53.000000	0.000000	left	1
chy	51.000000	0.000000	left	1
taiin	0.000000	0.000000	unknown	0
shy	0.000000	0.000000	unknown	0
chocty	51.000000	3.000000	left	1
cheeody	63.400000	0.000000	left	1
sol	0.000000	0.000000	unknown	0
choto	51.000000	0.000000	left	1
kchoan	28.000000	24.000000	left	1
choor	51.000000	0.000000	left	1
dain	2.000000	30.000000	right	1
ofchey	9.400000	5.000000	left	1
dsheey	11.000000	30.000000	right	1
shol	0.000000	0.000000	unknown	0
daiin	2.000000	30.000000	right	1
shor	0.000000	0.000000	unknown	0
cheocthy	60.400000	3.000000	left	1
oksheo	6.750000	77.000000	right	1
dol	2.000000	30.000000	right	1
daird	2.000000	30.000000	right	1
ytchody	0.000000	49.000000	right	1
chot	51.000000	2.000000	left	1
choty	51.000000	0.000000	left	1
otariin	0.000000	5.000000	right	1
chotol	51.000000	0.000000	left	1
sho	0.000000	0.000000	unknown	0
chey	60.400000	0.000000	left	1
kshey	8.000000	24.000000	right	1
lody	0.000000	0.000000	unknown	0
cholal	51.000000	0.000000	left	1
chy	51.000000	0.000000	left	1
etodaiin	0.000000	0.000000	unknown	0
dol	2.000000	30.000000	right	1
daiiirchy	2.000000	30.000000	right	1
ckhy	77.000000	0.000000	left	1
scheaiin	9.400000	0.000000	left	1
cthaichar	51.000000	3.000000	left	1
cthy	51.000000	3.000000	left	1
dar	2.000000	30.000000	right	1
aiin	0.000000	0.000000	unknown	0
chean	60.400000	0.000000	left	1
cky	53.000000	0.000000	left	1
char	51.000000	0.000000	left	1
chaiin	51.000000	0.000000	left	1
daiin	2.000000	30.000000	right	1
chor	51.000000	0.000000	left	1
cha	51.000000	0.000000	left	1
rchealcham	9.400000	2.000000	left	1
shol	0.000000	0.000000	unknown	0
kaiin	2.000000	24.000000	right	1
shol	0.000000	0.000000	unknown	0
kaiin	2.000000	24.000000	right	1
daikam	2.000000	30.000000	right	1
chal	51.000000	0.000000	left	1
sol	0.000000	0.000000	unknown	0
shol	0.000000	0.000000	unknown	0
otol	0.000000	5.000000	right	1
chol	51.000000	0.000000	left	1
opcheaiin	9.400000	13.000000	right	1
opydaiin	0.000000	8.000000	right	1
saiin	0.000000	0.000000	unknown	0
chor	51.000000	0.000000	left	1
sheaiin	6.000000	0.000000	left	1
shor	0.000000	0.000000	unknown	0
chykchy	51.000000	4.000000	left	1
otaiin	0.000000	5.000000	right	1
cty	51.000000	3.000000	left	1
chear	60.400000	0.000000	left	1
shol	0.000000	0.000000	unknown	0
chaiin	51.000000	0.000000	left	1
shaiin	0.000000	0.000000	unknown	0
dolar	2.000000	30.000000	right	1
chean	60.400000	0.000000	left	1
cthar	51.000000	3.000000	left	1
shealy	6.000000	0.000000	left	1
daiin	2.000000	30.000000	right	1
chary	51.000000	0.000000	left	1
otchar	0.000000	14.000000	right	1
etaiin	0.000000	0.000000	unknown	0
cthol	51.000000	3.000000	left	1
dar	2.000000	30.000000	right	1
ytchy	0.000000	49.000000	right	1
chey	60.400000	0.000000	left	1
kaiin	2.000000	24.000000	right	1
dain	2.000000	30.000000	right	1
ar	0.000000	0.000000	unknown	0
dar	2.000000	30.000000	right	1
shey	6.000000	0.000000	left	1
cthar	51.000000	3.000000	left	1
chotain	51.000000	0.000000	left	1
ry	0.000000	0.000000	unknown	0
chol	51.000000	0.000000	left	1
chol	51.000000	0.000000	left	1
chol	51.000000	0.000000	left	1
cthaiin	51.000000	3.000000	left	1
dain	2.000000	30.000000	right	1
chokchy	51.750000	0.000000	left	1
chol	51.000000	0.000000	left	1
cthor	51.000000	3.000000	left	1
chaiin	51.000000	0.000000	left	1
oeesody	5.000000	5.000000	tie	1
kchey	37.400000	24.000000	left	1
pchy	0.000000	2.000000	right	1
cpharom	51.000000	0.000000	left	1
shear	6.000000	0.000000	left	1
cheeotaiin	63.400000	0.000000	left	1
chal	51.000000	0.000000	left	1
daiin	2.000000	30.000000	right	1
chokain	51.750000	0.000000	left	1
keoky	5.750000	24.000000	right	1
otorchy	0.000000	5.000000	right	1
satar	0.000000	0.000000	unknown	0
shol	0.000000	0.000000	unknown	0
kol	2.000000	24.000000	right	1
char	51.000000	0.000000	left	1
cthey	57.000000	3.000000	left	1
tchy	0.000000	7.000000	right	1
ckham	77.000000	0.000000	left	1
chor	51.000000	0.000000	left	1
cheain	60.400000	0.000000	left	1
char	51.000000	0.000000	left	1
cheeky	63.400000	0.000000	left	1
chor	51.000000	0.000000	left	1
ry	0.000000	0.000000	unknown	0
oteey	3.000000	5.000000	right	1
dchor	32.000000	36.000000	right	1
chodey	51.000000	0.000000	left	1
cho	51.000000	0.000000	left	1
raiin	0.000000	0.000000	unknown	0
shor	0.000000	0.000000	unknown	0
cthy	51.000000	3.000000	left	1
or	0.000000	5.000000	right	1
chaiin	51.000000	0.000000	left	1
cthod	51.000000	3.000000	left	1
ram	0.000000	0.000000	unknown	0
ytol	0.000000	4.000000	right	1
dayty	2.000000	32.000000	right	1
shydal	0.000000	0.000000	unknown	0
chdy	51.000000	0.000000	left	1
chodar	51.000000	0.000000	left	1
aiin	0.000000	0.000000	unknown	0
olsho	4.000000	5.000000	right	1
cthy	51.000000	3.000000	left	1
fochor	0.000000	0.000000	unknown	0
oporody	0.000000	8.000000	right	1
opy	0.000000	8.000000	right	1
shor	0.000000	0.000000	unknown	0
daiin	2.000000	30.000000	right	1
qopchypcho	0.000000	34.000000	right	1
qofol	0.000000	0.000000	unknown	0
shol	0.000000	0.000000	unknown	0
cfhol	51.000000	0.000000	left	1
daiin	2.000000	30.000000	right	1
oty	0.000000	5.000000	right	1
qokaiin	39.750000	0.000000	left	1
dy	2.000000	30.000000	right	1
oeees	5.000000	5.000000	tie	1
daiin	2.000000	30.000000	right	1
chty	51.000000	0.000000	left	1
daiiin	2.000000	30.000000	right	1
cthod	51.000000	3.000000	left	1
yky	43.200000	3.600000	left	1
daim	2.000000	30.000000	right	1
daly	2.000000	30.000000	right	1
ytoldy	0.000000	4.000000	right	1
oty	0.000000	5.000000	right	1
kchol	28.000000	24.000000	left	1
chol	51.000000	0.000000	left	1
chy	51.000000	0.000000	left	1
kyty	2.000000	26.000000	right	1
ychor	30.000000	0.000000	left	1
chshoty	51.000000	0.000000	left	1
oky	0.750000	77.000000	right	1
kaiin	2.000000	24.000000	right	1
pchocthy	0.000000	5.000000	right	1
shor	0.000000	0.000000	unknown	0
octhody	0.000000	8.000000	right	1
chorchy	51.000000	0.000000	left	1
pchodol	0.000000	2.000000	right	1
chopchal	51.000000	8.000000	left	1
ypch	6.000000	26.000000	right	1
kom	2.000000	24.000000	right	1
dchey	41.400000	36.000000	left	1
cthoor	51.000000	3.000000	left	1
char	51.000000	0.000000	left	1
chty	51.000000	0.000000	left	1
os	0.000000	5.000000	right	1
chair	51.000000	0.000000	left	1
otytchol	0.000000	16.000000	right	1
oky	0.750000	77.000000	right	1
daiin	2.000000	30.000000	right	1
etyd	0.000000	0.000000	unknown	0
qotor	0.000000	0.000000	unknown	0
otchy	0.000000	14.000000	right	1
daiin	2.000000	30.000000	right	1
chocthy	51.000000	3.000000	left	1
qotchy	0.000000	9.000000	right	1
chol	51.000000	0.000000	left	1
or	0.000000	5.000000	right	1
yty	0.000000	4.000000	right	1
dy	2.000000	30.000000	right	1
dy	2.000000	30.000000	right	1
sor	0.000000	0.000000	unknown	0
chaiin	51.000000	0.000000	left	1
chcthy	51.000000	31.000000	left	1
ctho	51.000000	3.000000	left	1
ckhy	77.000000	0.000000	left	1
or	0.000000	5.000000	right	1
aiin	0.000000	0.000000	unknown	0
chtchor	51.000000	7.000000	left	1
doiir	2.000000	30.000000	right	1
ody	0.000000	5.000000	right	1
chy	51.000000	0.000000	left	1
taiin	0.000000	0.000000	unknown	0
shy	0.000000	0.000000	unknown	0
dain	2.000000	30.000000	right	1
dair	2.000000	30.000000	right	1
am	0.000000	0.000000	unknown	0
chol	51.000000	0.000000	left	1
daiin	2.000000	30.000000	right	1
dar	2.000000	30.000000	right	1
chodaiin	51.000000	0.000000	left	1
ytoiin	0.000000	4.000000	right	1
otar	0.000000	5.000000	right	1
paiin	0.000000	0.000000	unknown	0
daiin	2.000000	30.000000	right	1
sheo	6.000000	0.000000	left	1
pcheey	12.400000	2.000000	left	1
qoty	0.000000	0.000000	unknown	0
daiin	2.000000	30.000000	right	1
cthor	51.000000	3.000000	left	1
otydy	0.000000	5.000000	right	1
sain	0.000000	0.000000	unknown	0
dain	2.000000	30.000000	right	1
daiin	2.000000	30.000000	right	1
ckhy	77.000000	0.000000	left	1
chcthor	51.000000	31.000000	left	1
choiin	51.000000	0.000000	left	1
qot	0.000000	2.000000	right	1
chodaiin	51.000000	0.000000	left	1
cthy	51.000000	3.000000	left	1
daiin	2.000000	30.000000	right	1
qotchytor	0.000000	11.000000	right	1
shoiin	0.000000	0.000000	unknown	0
daiin	2.000000	30.000000	right	1
qotchey	9.400000	9.000000	left	1
shcthey	6.000000	31.000000	right	1
ytor	0.000000	4.000000	right	1
dain	2.000000	30.000000	right	1
sho	0.000000	0.000000	unknown	0
ykeey	49.200000	3.600000	left	1
daiin	2.000000	30.000000	right	1
qotchy	0.000000	9.000000	right	1
qotor	0.000000	0.000000	unknown	0
chol	51.000000	0.000000	left	1
daiin	2.000000	30.000000	right	1
qokchyky	39.750000	2.000000	left	1
shoiin	0.000000	0.000000	unknown	0
chor	51.000000	0.000000	left	1
shcthy	0.000000	31.000000	right	1
qoty	0.000000	0.000000	unknown	0
qotoiin	0.000000	0.000000	unknown	0
qokol	39.750000	0.000000	left	1
choraiin	51.000000	0.000000	left	1
tshol	0.000000	0.000000	unknown	0
schoal	0.000000	0.000000	unknown	0
cfhy	51.000000	0.000000	left	1
shfydaiin	0.000000	0.000000	unknown	0
cphy	51.000000	0.000000	left	1
shey	6.000000	0.000000	left	1
tchody	0.000000	7.000000	right	1
shoyty	0.000000	2.000000	right	1
socthody	0.000000	3.000000	right	1
qodor	0.000000	0.000000	unknown	0
y	0.000000	0.000000	unknown	0
kshy	2.000000	24.000000	right	1
daiin	2.000000	30.000000	right	1
ytchy	0.000000	49.000000	right	1
ytchoky	0.750000	49.000000	right	1
kchol	28.000000	24.000000	left	1
daiin	2.000000	30.000000	right	1
qoty	0.000000	0.000000	unknown	0
chol	51.000000	0.000000	left	1
cthy	51.000000	3.000000	left	1
dor	2.000000	30.000000	right	1
ykychy	47.200000	3.600000	left	1
choty	51.000000	0.000000	left	1
dain	2.000000	30.000000	right	1
chaiin	51.000000	0.000000	left	1
daiin	2.000000	30.000000	right	1
ded	2.000000	30.000000	right	1
tchol	0.000000	7.000000	right	1
shor	0.000000	0.000000	unknown	0
shor	0.000000	0.000000	unknown	0
dky	2.000000	30.000000	right	1
shcphy	0.000000	24.000000	right	1
daiin	2.000000	30.000000	right	1
cthy	51.000000	3.000000	left	1
dy	2.000000	30.000000	right	1
chodl	51.000000	0.000000	left	1
daiin	2.000000	30.000000	right	1
odl	0.000000	5.000000	right	1
ds	2.000000	30.000000	right	1
y	0.000000	0.000000	unknown	0
otol	0.000000	5.000000	right	1
chaiin	51.000000	0.000000	left	1
ykchor	43.200000	27.200000	left	1
dair	2.000000	30.000000	right	1
chody	51.000000	0.000000	left	1
cthy	51.000000	3.000000	left	1
s	0.000000	0.000000	unknown	0
daiin	2.000000	30.000000	right	1
shol	0.000000	0.000000	unknown	0
cphar	51.000000	0.000000	left	1
dan	2.000000	30.000000	right	1
y	0.000000	0.000000	unknown	0
ykchy	43.200000	27.200000	left	1
dain	2.000000	30.000000	right	1
dchy	32.000000	36.000000	right	1
oky	0.750000	77.000000	right	1
chol	51.000000	0.000000	left	1
dy	2.000000	30.000000	right	1
dy	2.000000	30.000000	right	1
ctho	51.000000	3.000000	left	1
tchey	9.400000	7.000000	left	1
tan	0.000000	0.000000	unknown	0
cthor	51.000000	3.000000	left	1
shy	0.000000	0.000000	unknown	0
arg	0.000000	0.000000	unknown	0
torshor	0.000000	0.000000	unknown	0
opchy	0.000000	13.000000	right	1
shol	0.000000	0.000000	unknown	0
dy	2.000000	30.000000	right	1
qopchy	0.000000	34.000000	right	1
shol	0.000000	0.000000	unknown	0
opchor	0.000000	13.000000	right	1
dypchy	2.000000	32.000000	right	1
dchm	32.000000	36.000000	right	1
dchol	32.000000	36.000000	right	1
chol	51.000000	0.000000	left	1
dol	2.000000	30.000000	right	1
shkchy	0.000000	0.000000	unknown	0
ydal	0.000000	0.000000	unknown	0
shy	0.000000	0.000000	unknown	0
ykchy	43.200000	27.200000	left	1
qotey	0.000000	0.000000	unknown	0
daiin	2.000000	30.000000	right	1
s	0.000000	0.000000	unknown	0
y	0.000000	0.000000	unknown	0
s	0.000000	0.000000	unknown	0
y	0.000000	0.000000	unknown	0
dchor	32.000000	36.000000	right	1
shaiin	0.000000	0.000000	unknown	0
oeees	5.000000	5.000000	tie	1
ykor	43.200000	3.600000	left	1
chor	51.000000	0.000000	left	1
ytshy	0.000000	4.000000	right	1
ykchy	43.200000	27.200000	left	1
kchy	28.000000	24.000000	left	1
dar	2.000000	30.000000	right	1
shorodo	0.000000	0.000000	unknown	0
shy	0.000000	0.000000	unknown	0
tshy	0.000000	0.000000	unknown	0
kchol	28.000000	24.000000	left	1
dpchy	2.000000	32.000000	right	1
qopchy	0.000000	34.000000	right	1
otchol	0.000000	14.000000	right	1
cfhol	51.000000	0.000000	left	1
dy	2.000000	30.000000	right	1
tchor	0.000000	7.000000	right	1
dor	2.000000	30.000000	right	1
daiin	2.000000	30.000000	right	1
qotchol	0.000000	9.000000	right	1
okchy	0.750000	77.000000	right	1
okchor	0.750000	77.000000	right	1
oiin	0.000000	5.000000	right	1
chckhy	51.000000	24.000000	left	1
d	2.000000	30.000000	right	1
okchor	0.750000	77.000000	right	1
doaiin	2.000000	30.000000	right	1
s	0.000000	0.000000	unknown	0
okchey	10.150000	77.000000	right	1
daiin	2.000000	30.000000	right	1
okchal	0.750000	77.000000	right	1
daldy	2.000000	30.000000	right	1
koair	2.000000	24.000000	right	1
chtoiin	51.000000	0.000000	left	1
otchy	0.000000	14.000000	right	1
kchod	28.000000	24.000000	left	1
otol	0.000000	5.000000	right	1
otchy	0.000000	14.000000	right	1
octhos	0.000000	8.000000	right	1
oko	0.750000	77.000000	right	1
qokol	39.750000	0.000000	left	1
chodal	51.000000	0.000000	left	1
otchol	0.000000	14.000000	right	1
cphol	51.000000	0.000000	left	1
choty	51.000000	0.000000	left	1
qokchy	39.750000	0.000000	left	1
qokod	39.750000	0.000000	left	1
chy	51.000000	0.000000	left	1
otchy	0.000000	14.000000	right	1
cthody	51.000000	3.000000	left	1
ols	2.000000	5.000000	right	1
chey	60.400000	0.000000	left	1
okos	0.750000	77.000000	right	1
oaiin	0.000000	5.000000	right	1
okshy	0.750000	77.000000	right	1
qocky	0.000000	0.000000	unknown	0
dairo	2.000000	30.000000	right	1
d	2.000000	30.000000	right	1
shoin	0.000000	0.000000	unknown	0
ytaiin	0.000000	4.000000	right	1
sho	0.000000	0.000000	unknown	0
qocthy	0.000000	3.000000	right	1
pchodaiin	0.000000	2.000000	right	1
chopol	51.000000	3.000000	left	1
shoiin	0.000000	0.000000	unknown	0
daiin	2.000000	30.000000	right	1
dain	2.000000	30.000000	right	1
o	0.000000	5.000000	right	1
ykeey	49.200000	3.600000	left	1
soiiin	0.000000	0.000000	unknown	0
chok	98.550000	0.000000	left	1
qokchy	39.750000	0.000000	left	1
da	2.000000	30.000000	right	1
okol	0.750000	77.000000	right	1
ydaiin	0.000000	0.000000	unknown	0
olchy	0.000000	45.000000	right	1
kchor	28.000000	24.000000	left	1
daiin	2.000000	30.000000	right	1
olol	0.000000	5.000000	right	1
ochkchar	0.000000	5.000000	right	1
kol	2.000000	24.000000	right	1
shy	0.000000	0.000000	unknown	0
daiin	2.000000	30.000000	right	1
dorody	2.000000	30.000000	right	1
qokchol	39.750000	0.000000	left	1
dar	2.000000	30.000000	right	1
dala	2.000000	30.000000	right	1
qotolo	0.000000	0.000000	unknown	0
ychol	30.000000	0.000000	left	1
oir	0.000000	5.000000	right	1
okor	0.750000	77.000000	right	1
choor	51.000000	0.000000	left	1
ockhy	0.000000	5.000000	right	1
soshy	0.000000	0.000000	unknown	0
fchol	0.000000	0.000000	unknown	0
shor	0.000000	0.000000	unknown	0
cheor	60.400000	0.000000	left	1
ykaiin	43.200000	3.600000	left	1
s	0.000000	0.000000	unknown	0
shoty	0.000000	0.000000	unknown	0
dy	2.000000	30.000000	right	1
okchy	0.750000	77.000000	right	1
dy	2.000000	30.000000	right	1
ykeey	49.200000	3.600000	left	1
ky	2.000000	24.000000	right	1
chodalg	51.000000	0.000000	left	1
pdychoiin	4.000000	0.000000	left	1
yfodain	0.000000	0.000000	unknown	0
otyshy	0.000000	5.000000	right	1
dy	2.000000	30.000000	right	1
ypchor	0.000000	2.000000	right	1
daiin	2.000000	30.000000	right	1
kol	2.000000	24.000000	right	1
ydain	0.000000	0.000000	unknown	0
okchor	0.750000	77.000000	right	1
dchy	32.000000	36.000000	right	1
tshy	0.000000	0.000000	unknown	0
oky	0.750000	77.000000	right	1
chy	51.000000	0.000000	left	1
cthy	51.000000	3.000000	left	1
otchy	0.000000	14.000000	right	1
ty	0.000000	0.000000	unknown	0
chol	51.000000	0.000000	left	1
daiin	2.000000	30.000000	right	1
ychy	30.000000	0.000000	left	1
dy	2.000000	30.000000	right	1
daiin	2.000000	30.000000	right	1
chcthy	51.000000	31.000000	left	1
ykykaiin	43.200000	3.600000	left	1
dytchy	2.000000	41.000000	right	1
ykchy	43.200000	27.200000	left	1
ky	2.000000	24.000000	right	1
dy	2.000000	30.000000	right	1
ytychy	4.000000	4.000000	tie	1
ksho	2.000000	24.000000	right	1
ykshy	43.200000	3.600000	left	1
shokshor	0.750000	0.000000	left	1
yty	0.000000	4.000000	right	1
darody	2.000000	30.000000	right	1
dyotyds	2.000000	30.000000	right	1
okshy	0.750000	77.000000	right	1
daiin	2.000000	30.000000	right	1
okchor	0.750000	77.000000	right	1
chky	51.000000	0.000000	left	1
qotchy	0.000000	9.000000	right	1
daiin	2.000000	30.000000	right	1
cthor	51.000000	3.000000	left	1
oty	0.000000	5.000000	right	1
qoty	0.000000	0.000000	unknown	0
choky	51.750000	0.000000	left	1
cthy	51.000000	3.000000	left	1
chokchy	51.750000	0.000000	left	1
dydydy	2.000000	30.000000	right	1
chckhy	51.000000	24.000000	left	1
dchyd	32.000000	36.000000	right	1
n	0.000000	0.000000	unknown	0
oykshy	0.000000	7.000000	right	1
choty	51.000000	0.000000	left	1
dydy	2.000000	30.000000	right	1
odyd	0.000000	5.000000	right	1
otchy	0.000000	14.000000	right	1
okchy	0.750000	77.000000	right	1
dshy	2.000000	30.000000	right	1
dardy	2.000000	30.000000	right	1
dol	2.000000	30.000000	right	1
dair	2.000000	30.000000	right	1
dam	2.000000	30.000000	right	1
daiin	2.000000	30.000000	right	1
okor	0.750000	77.000000	right	1
shy	0.000000	0.000000	unknown	0
koly	2.000000	24.000000	right	1
daiin	2.000000	30.000000	right	1
chol	51.000000	0.000000	left	1
cthy	51.000000	3.000000	left	1
sol	0.000000	0.000000	unknown	0
ckhaiin	77.000000	0.000000	left	1
sal	0.000000	0.000000	unknown	0
daiin	2.000000	30.000000	right	1
cthy	51.000000	3.000000	left	1
dy	2.000000	30.000000	right	1
saiin	0.000000	0.000000	unknown	0
okear	6.750000	77.000000	right	1
sho	0.000000	0.000000	unknown	0
keocthy	5.000000	27.000000	right	1
dain	2.000000	30.000000	right	1
ctholy	51.000000	3.000000	left	1
odaiin	0.000000	5.000000	right	1
cthl	51.000000	3.000000	left	1
s	0.000000	0.000000	unknown	0
y	0.000000	0.000000	unknown	0
saiiin	0.000000	0.000000	unknown	0
dolchds	2.000000	34.000000	right	1
chor	51.000000	0.000000	left	1
choross	51.000000	0.000000	left	1
shan	0.000000	0.000000	unknown	0
shor	0.000000	0.000000	unknown	0
shoty	0.000000	0.000000	unknown	0
ytol	0.000000	4.000000	right	1
dor	2.000000	30.000000	right	1
dom	2.000000	30.000000	right	1
poror	0.000000	0.000000	unknown	0
orshy	0.000000	5.000000	right	1
choiin	51.000000	0.000000	left	1
